Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Intermediate,1
Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Secondary (Year 9-15),2
Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Composite,2
Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Contributing,9
Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Full Primary,14
Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Intermediate,1
Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Secondary (Year 7-15),1
Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Secondary (Year 9-15),2
Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Composite,2
Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Contributing,9
Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Full Primary,14
Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Intermediate,1
Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Secondary (Year 7-15),1
Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Secondary (Year 9-15),2
Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Composite,2
Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Contributing,9
Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Full Primary,14
Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Intermediate,1
Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Secondary (Year 7-15),1
Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Secondary (Year 9-15),2
Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Composite,2
Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Contributing,9
Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Full Primary,14
Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Intermediate,1
Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Secondary (Year 7-15),1
Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Secondary (Year 9-15),2
Marlborough District,Theft and Related Offences,631,682993,51900,Composite,2
Marlborough District,Theft and Related Offences,631,682993,51900,Contributing,9
Marlborough District,Theft and Related Offences,631,682993,51900,Full Primary,14
Marlborough District,Theft and Related Offences,631,682993,51900,Intermediate,1
Marlborough District,Theft and Related Offences,631,682993,51900,Secondary (Year 7-15),1
Marlborough District,Theft and Related Offences,631,682993,51900,Secondary (Year 9-15),2
Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Composite,2
Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Contributing,9
Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Full Primary,14
Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Intermediate,1
Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Secondary (Year 7-15),1
Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Secondary (Year 9-15),2
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Composite,1
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Contributing,5
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Full Primary,7
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Intermediate,1
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Secondary (Year 7-15),3
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Secondary (Year 9-15),3
Masterton District,Acts Intended to Cause Injury,294,557633,29000,Teen Parent Unit,1
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Composite,1
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Contributing,5
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Full Primary,7
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Intermediate,1
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Secondary (Year 7-15),3
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Secondary (Year 9-15),3
Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Teen Parent Unit,1
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Composite,1
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Contributing,5
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Full Primary,7
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Intermediate,1
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Secondary (Year 7-15),3
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Secondary (Year 9-15),3
Masterton District,Sexual Assault and Related Offences,14,557633,29000,Teen Parent Unit,1
Masterton District,Theft and Related Offences,609,557633,29000,Composite,1
Masterton District,Theft and Related Offences,609,557633,29000,Contributing,5
Masterton District,Theft and Related Offences,609,557633,29000,Full Primary,7
Masterton District,Theft and Related Offences,609,557633,29000,Intermediate,1
Masterton District,Theft and Related Offences,609,557633,29000,Secondary (Year 7-15),3
Masterton District,Theft and Related Offences,609,557633,29000,Secondary (Year 9-15),3
Masterton District,Theft and Related Offences,609,557633,29000,Teen Parent Unit,1
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Composite,1
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Contributing,5
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Full Primary,7
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Intermediate,1
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Secondary (Year 7-15),3
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Secondary (Year 9-15),3
Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Teen Parent Unit,1
Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Composite,1
Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Contributing,14
Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Full Primary,9
Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Intermediate,2
Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Secondary (Year 9-15),3
Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Composite,1
Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Contributing,14
Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Full Primary,9
Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Intermediate,2
Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Secondary (Year 9-15),3
Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Composite,1
Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Contributing,14
Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Full Primary,9
Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Intermediate,2
Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Secondary (Year 9-15),3
Matamata-Piako District,Theft and Related Offences,619,704001,37100,Composite,1
Matamata-Piako District,Theft and Related Offences,619,704001,37100,Contributing,14
Matamata-Piako District,Theft and Related Offences,619,704001,37100,Full Primary,9
Matamata-Piako District,Theft and Related Offences,619,704001,37100,Intermediate,2
Matamata-Piako District,Theft and Related Offences,619,704001,37100,Secondary (Year 9-15),3
Matamata-Piako District,"Unlawful Entry With Intent/Burglary, Break and Enter",296,704001,37100,Composite,1
Matamata-Piako District,"Unlawful Entry With Intent/Burglary, Break and Enter",296,704001,37100,Contributing,14
Matamata-Piako District,"Unlawful Entry With Intent/Burglary, Break and Enter",296,704001,37100,Full Primary,9
Matamata-Piako District,"Unlawful Entry With Intent/Burglary, Break and Enter",296,704001,37100,Intermediate,2
Matamata-Piako District,"Unlawful Entry With Intent/Burglary, Break and Enter",296,704001,37100,Secondary (Year 9-15),3
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Activity Centre,1
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Composite,2
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Contributing,16
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Full Primary,5
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Intermediate,3
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Secondary (Year 7-15),2
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Secondary (Year 9-15),5
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Special School,1
Napier City,"Abduction, Harassment and Other Related Offences Against a Person",4,741618,66800,Teen Parent Unit,1
Napier City,Acts Intended to Cause Injury,758,741618,66800,Activity Centre,1
Napier City,Acts Intended to Cause Injury,758,741618,66800,Composite,2
Napier City,Acts Intended to Cause Injury,758,741618,66800,Contributing,16
Napier City,Acts Intended to Cause Injury,758,741618,66800,Full Primary,5
Napier City,Acts Intended to Cause Injury,758,741618,66800,Intermediate,3
Napier City,Acts Intended to Cause Injury,758,741618,66800,Secondary (Year 7-15),2
Napier City,Acts Intended to Cause Injury,758,741618,66800,Secondary (Year 9-15),5
Napier City,Acts Intended to Cause Injury,758,741618,66800,Special School,1
Napier City,Acts Intended to Cause Injury,758,741618,66800,Teen Parent Unit,1
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Activity Centre,1
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Composite,2
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Contributing,16
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Full Primary,5
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Intermediate,3
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Secondary (Year 7-15),2
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Secondary (Year 9-15),5
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Special School,1
Napier City,"Robbery, Extortion and Related Offences",52,741618,66800,Teen Parent Unit,1
Napier City,Sexual Assault and Related Offences,52,741618,66800,Activity Centre,1
Napier City,Sexual Assault and Related Offences,52,741618,66800,Composite,2
Napier City,Sexual Assault and Related Offences,52,741618,66800,Contributing,16
Napier City,Sexual Assault and Related Offences,52,741618,66800,Full Primary,5
Napier City,Sexual Assault and Related Offences,52,741618,66800,Intermediate,3
Napier City,Sexual Assault and Related Offences,52,741618,66800,Secondary (Year 7-15),2
Napier City,Sexual Assault and Related Offences,52,741618,66800,Secondary (Year 9-15),5
Napier City,Sexual Assault and Related Offences,52,741618,66800,Special School,1
Napier City,Sexual Assault and Related Offences,52,741618,66800,Teen Parent Unit,1
Napier City,Theft and Related Offences,1849,741618,66800,Activity Centre,1
Napier City,Theft and Related Offences,1849,741618,66800,Composite,2
Napier City,Theft and Related Offences,1849,741618,66800,Contributing,16
Napier City,Theft and Related Offences,1849,741618,66800,Full Primary,5
Napier City,Theft and Related Offences,1849,741618,66800,Intermediate,3
Napier City,Theft and Related Offences,1849,741618,66800,Secondary (Year 7-15),2
Napier City,Theft and Related Offences,1849,741618,66800,Secondary (Year 9-15),5
Napier City,Theft and Related Offences,1849,741618,66800,Special School,1
Napier City,Theft and Related Offences,1849,741618,66800,Teen Parent Unit,1
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Activity Centre,1
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Composite,2
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Contributing,16
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Full Primary,5
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Intermediate,3
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Secondary (Year 7-15),2
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Secondary (Year 9-15),5
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Special School,1
Napier City,"Unlawful Entry With Intent/Burglary, Break and Enter",664,741618,66800,Teen Parent Unit,1
Nelson City,"Abduction, Harassment and Other Related Offences Against a Person",6,783897,54500,Contributing,11
