X,Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
139,Lower Hutt City,Theft and Related Offences,3320,768115,112500,Full Primary,16
139,Lower Hutt City,Theft and Related Offences,3320,768115,112500,Intermediate,4
139,Lower Hutt City,Theft and Related Offences,3320,768115,112500,Secondary (Year 7-15),2
139,Lower Hutt City,Theft and Related Offences,3320,768115,112500,Secondary (Year 9-15),5
139,Lower Hutt City,Theft and Related Offences,3320,768115,112500,Special School,1
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Activity Centre,1
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Composite,4
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Contributing,21
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Full Primary,16
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Intermediate,4
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Secondary (Year 7-15),2
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Secondary (Year 9-15),5
140,Lower Hutt City,"Unlawful Entry With Intent/Burglary, Break and Enter",848,768115,112500,Special School,1
141,Mackenzie District,Acts Intended to Cause Injury,12,750518,5460,Composite,1
141,Mackenzie District,Acts Intended to Cause Injury,12,750518,5460,Contributing,3
141,Mackenzie District,Acts Intended to Cause Injury,12,750518,5460,Full Primary,3
141,Mackenzie District,Acts Intended to Cause Injury,12,750518,5460,Secondary (Year 7-15),1
142,Mackenzie District,"Robbery, Extortion and Related Offences",1,750518,5460,Composite,1
142,Mackenzie District,"Robbery, Extortion and Related Offences",1,750518,5460,Contributing,3
142,Mackenzie District,"Robbery, Extortion and Related Offences",1,750518,5460,Full Primary,3
142,Mackenzie District,"Robbery, Extortion and Related Offences",1,750518,5460,Secondary (Year 7-15),1
143,Mackenzie District,Sexual Assault and Related Offences,2,750518,5460,Composite,1
143,Mackenzie District,Sexual Assault and Related Offences,2,750518,5460,Contributing,3
143,Mackenzie District,Sexual Assault and Related Offences,2,750518,5460,Full Primary,3
143,Mackenzie District,Sexual Assault and Related Offences,2,750518,5460,Secondary (Year 7-15),1
144,Mackenzie District,Theft and Related Offences,34,750518,5460,Composite,1
144,Mackenzie District,Theft and Related Offences,34,750518,5460,Contributing,3
144,Mackenzie District,Theft and Related Offences,34,750518,5460,Full Primary,3
144,Mackenzie District,Theft and Related Offences,34,750518,5460,Secondary (Year 7-15),1
145,Mackenzie District,"Unlawful Entry With Intent/Burglary, Break and Enter",15,750518,5460,Composite,1
145,Mackenzie District,"Unlawful Entry With Intent/Burglary, Break and Enter",15,750518,5460,Contributing,3
145,Mackenzie District,"Unlawful Entry With Intent/Burglary, Break and Enter",15,750518,5460,Full Primary,3
145,Mackenzie District,"Unlawful Entry With Intent/Burglary, Break and Enter",15,750518,5460,Secondary (Year 7-15),1
146,Manawatu District,Acts Intended to Cause Injury,197,612575,33900,Composite,1
146,Manawatu District,Acts Intended to Cause Injury,197,612575,33900,Contributing,2
146,Manawatu District,Acts Intended to Cause Injury,197,612575,33900,Full Primary,20
146,Manawatu District,Acts Intended to Cause Injury,197,612575,33900,Intermediate,1
146,Manawatu District,Acts Intended to Cause Injury,197,612575,33900,Secondary (Year 9-15),2
147,Manawatu District,"Robbery, Extortion and Related Offences",13,612575,33900,Composite,1
147,Manawatu District,"Robbery, Extortion and Related Offences",13,612575,33900,Contributing,2
147,Manawatu District,"Robbery, Extortion and Related Offences",13,612575,33900,Full Primary,20
147,Manawatu District,"Robbery, Extortion and Related Offences",13,612575,33900,Intermediate,1
147,Manawatu District,"Robbery, Extortion and Related Offences",13,612575,33900,Secondary (Year 9-15),2
148,Manawatu District,Sexual Assault and Related Offences,12,612575,33900,Composite,1
148,Manawatu District,Sexual Assault and Related Offences,12,612575,33900,Contributing,2
148,Manawatu District,Sexual Assault and Related Offences,12,612575,33900,Full Primary,20
148,Manawatu District,Sexual Assault and Related Offences,12,612575,33900,Intermediate,1
148,Manawatu District,Sexual Assault and Related Offences,12,612575,33900,Secondary (Year 9-15),2
149,Manawatu District,Theft and Related Offences,514,612575,33900,Composite,1
149,Manawatu District,Theft and Related Offences,514,612575,33900,Contributing,2
149,Manawatu District,Theft and Related Offences,514,612575,33900,Full Primary,20
149,Manawatu District,Theft and Related Offences,514,612575,33900,Intermediate,1
149,Manawatu District,Theft and Related Offences,514,612575,33900,Secondary (Year 9-15),2
150,Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Composite,1
150,Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Contributing,2
150,Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Full Primary,20
150,Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Intermediate,1
150,Manawatu District,"Unlawful Entry With Intent/Burglary, Break and Enter",174,612575,33900,Secondary (Year 9-15),2
151,Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Composite,2
151,Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Contributing,9
151,Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Full Primary,14
151,Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Intermediate,1
151,Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Secondary (Year 7-15),1
151,Marlborough District,"Abduction, Harassment and Other Related Offences Against a Person",3,682993,51900,Secondary (Year 9-15),2
152,Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Composite,2
152,Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Contributing,9
152,Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Full Primary,14
152,Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Intermediate,1
152,Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Secondary (Year 7-15),1
152,Marlborough District,Acts Intended to Cause Injury,240,682993,51900,Secondary (Year 9-15),2
153,Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Composite,2
153,Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Contributing,9
153,Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Full Primary,14
153,Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Intermediate,1
153,Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Secondary (Year 7-15),1
153,Marlborough District,"Robbery, Extortion and Related Offences",19,682993,51900,Secondary (Year 9-15),2
154,Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Composite,2
154,Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Contributing,9
154,Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Full Primary,14
154,Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Intermediate,1
154,Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Secondary (Year 7-15),1
154,Marlborough District,Sexual Assault and Related Offences,46,682993,51900,Secondary (Year 9-15),2
155,Marlborough District,Theft and Related Offences,631,682993,51900,Composite,2
155,Marlborough District,Theft and Related Offences,631,682993,51900,Contributing,9
155,Marlborough District,Theft and Related Offences,631,682993,51900,Full Primary,14
155,Marlborough District,Theft and Related Offences,631,682993,51900,Intermediate,1
155,Marlborough District,Theft and Related Offences,631,682993,51900,Secondary (Year 7-15),1
155,Marlborough District,Theft and Related Offences,631,682993,51900,Secondary (Year 9-15),2
156,Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Composite,2
156,Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Contributing,9
156,Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Full Primary,14
156,Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Intermediate,1
156,Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Secondary (Year 7-15),1
156,Marlborough District,"Unlawful Entry With Intent/Burglary, Break and Enter",266,682993,51900,Secondary (Year 9-15),2
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Composite,1
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Contributing,5
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Full Primary,7
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Intermediate,1
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Secondary (Year 7-15),3
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Secondary (Year 9-15),3
157,Masterton District,Acts Intended to Cause Injury,294,557633,29000,Teen Parent Unit,1
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Composite,1
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Contributing,5
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Full Primary,7
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Intermediate,1
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Secondary (Year 7-15),3
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Secondary (Year 9-15),3
158,Masterton District,"Robbery, Extortion and Related Offences",12,557633,29000,Teen Parent Unit,1
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Composite,1
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Contributing,5
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Full Primary,7
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Intermediate,1
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Secondary (Year 7-15),3
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Secondary (Year 9-15),3
159,Masterton District,Sexual Assault and Related Offences,14,557633,29000,Teen Parent Unit,1
160,Masterton District,Theft and Related Offences,609,557633,29000,Composite,1
160,Masterton District,Theft and Related Offences,609,557633,29000,Contributing,5
160,Masterton District,Theft and Related Offences,609,557633,29000,Full Primary,7
160,Masterton District,Theft and Related Offences,609,557633,29000,Intermediate,1
160,Masterton District,Theft and Related Offences,609,557633,29000,Secondary (Year 7-15),3
160,Masterton District,Theft and Related Offences,609,557633,29000,Secondary (Year 9-15),3
160,Masterton District,Theft and Related Offences,609,557633,29000,Teen Parent Unit,1
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Composite,1
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Contributing,5
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Full Primary,7
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Intermediate,1
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Secondary (Year 7-15),3
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Secondary (Year 9-15),3
161,Masterton District,"Unlawful Entry With Intent/Burglary, Break and Enter",219,557633,29000,Teen Parent Unit,1
162,Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Composite,1
162,Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Contributing,14
162,Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Full Primary,9
162,Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Intermediate,2
162,Matamata-Piako District,Acts Intended to Cause Injury,211,704001,37100,Secondary (Year 9-15),3
163,Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Composite,1
163,Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Contributing,14
163,Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Full Primary,9
163,Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Intermediate,2
163,Matamata-Piako District,"Robbery, Extortion and Related Offences",19,704001,37100,Secondary (Year 9-15),3
164,Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Composite,1
164,Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Contributing,14
164,Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Full Primary,9
164,Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Intermediate,2
164,Matamata-Piako District,Sexual Assault and Related Offences,32,704001,37100,Secondary (Year 9-15),3
165,Matamata-Piako District,Theft and Related Offences,619,704001,37100,Composite,1
165,Matamata-Piako District,Theft and Related Offences,619,704001,37100,Contributing,14
165,Matamata-Piako District,Theft and Related Offences,619,704001,37100,Full Primary,9
165,Matamata-Piako District,Theft and Related Offences,619,704001,37100,Intermediate,2
